[2026-01-16T01:53:19.152Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: undefined
[2026-02-16T13:21:04.302Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:04.303Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:04.337Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:06.246Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:06.262Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:06.278Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:06.294Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.320Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.335Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.362Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.370Z] ACCESS: avinash@gmail.com | URL: /patients | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.371Z] ACCESS: avinash@gmail.com | URL: /staff | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.380Z] ACCESS: avinash@gmail.com | URL: /assessments | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.391Z] ACCESS: avinash@gmail.com | URL: /inventory | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.394Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.432Z] ACCESS: avinash@gmail.com | URL: /staff | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.448Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.458Z] ACCESS: avinash@gmail.com | URL: /patients | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.473Z] ACCESS: avinash@gmail.com | URL: /assessments | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.482Z] ACCESS: avinash@gmail.com | URL: /inventory | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.516Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.528Z] ACCESS: avinash@gmail.com | URL: /templates | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.541Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.569Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:08.588Z] ACCESS: avinash@gmail.com | URL: /templates | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:10.047Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.794Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.796Z] ACCESS: avinash@gmail.com | URL: /stats?role=DOCTOR | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.797Z] ACCESS: avinash@gmail.com | URL: /activities | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.798Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.854Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.860Z] ACCESS: avinash@gmail.com | URL: /activities | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.869Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.874Z] ACCESS: avinash@gmail.com | URL: /stats?role=DOCTOR | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.907Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:19.947Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:20.104Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:30.045Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:40.050Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:41.356Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:41.370Z] ACCESS: avinash@gmail.com | URL: /patients | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:41.389Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:41.406Z] ACCESS: avinash@gmail.com | URL: /patients | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:41.437Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:41.464Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:46.966Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:46.967Z] ACCESS: avinash@gmail.com | URL: /stats?role=DOCTOR | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:46.969Z] ACCESS: avinash@gmail.com | URL: /activities | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:46.976Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.005Z] ACCESS: avinash@gmail.com | URL: /activities | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.007Z] ACCESS: avinash@gmail.com | URL: /stats?role=DOCTOR | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.011Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.026Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.071Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.107Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.935Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.949Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:47.966Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:48.093Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:50.038Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:51.017Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:51.032Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:51.047Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:51.068Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.636Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.683Z] ACCESS: avinash@gmail.com | URL: /patients | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.685Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.692Z] ACCESS: avinash@gmail.com | URL: /staff | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.696Z] ACCESS: avinash@gmail.com | URL: /inventory | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.709Z] ACCESS: avinash@gmail.com | URL: /assessments | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.721Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.761Z] ACCESS: avinash@gmail.com | URL: /staff | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.781Z] ACCESS: avinash@gmail.com | URL: /patients | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.794Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.810Z] ACCESS: avinash@gmail.com | URL: /templates | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.820Z] ACCESS: avinash@gmail.com | URL: /inventory | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.824Z] ACCESS: avinash@gmail.com | URL: /assessments | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.849Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.890Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.916Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.942Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:21:54.945Z] ACCESS: avinash@gmail.com | URL: /templates | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:00.039Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.283Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.284Z] ACCESS: avinash@gmail.com | URL: /stats?role=DOCTOR | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.286Z] ACCESS: avinash@gmail.com | URL: /activities | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.289Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.334Z] ACCESS: avinash@gmail.com | URL: /queue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.353Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.354Z] ACCESS: avinash@gmail.com | URL: /stats?role=DOCTOR | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.364Z] ACCESS: avinash@gmail.com | URL: /activities | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.467Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:02.513Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:05.500Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:05.514Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:05.528Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:05.545Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:10.040Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:10.685Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:10.704Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:10.715Z] ACCESS: avinash@gmail.com | URL: /revenue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:10.742Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:10.754Z] ACCESS: avinash@gmail.com | URL: /revenue | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:10.771Z] ACCESS: avinash@gmail.com | URL: /clinics/my | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:20.042Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:30.053Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:40.059Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:22:50.042Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:23:00.043Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:23:10.039Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:23:20.055Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:23:30.044Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:23:40.045Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:23:50.047Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:24:00.046Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:24:10.059Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T13:24:20.053Z] ACCESS: avinash@gmail.com | URL: /unread-count | DbRole: DOCTOR | TokenRole: DOCTOR
[2026-02-16T17:16:17.793Z] ACCESS: superadmin@ev.com | URL: /clinics | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.383Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.462Z] ACCESS: superadmin@ev.com | URL: /clinics | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.465Z] ACCESS: superadmin@ev.com | URL: /staff | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.470Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.476Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.487Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.527Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:18.560Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:20.056Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:20.097Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:20.172Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:20.196Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:22.270Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:22.289Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:22.316Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:22.318Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:22.344Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:22.372Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:23.626Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:23.648Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:23.687Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:23.719Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:25.225Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:25.251Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:25.287Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:25.301Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:25.354Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:25.402Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:27.013Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:27.036Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:27.079Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:27.115Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:28.412Z] ACCESS: superadmin@ev.com | URL: /unread-count | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:29.226Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:29.242Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:29.270Z] ACCESS: superadmin@ev.com | URL: /stats?role=SUPER_ADMIN | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:29.274Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:29.311Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:29.341Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.361Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.380Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.545Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.573Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.592Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.702Z] ACCESS: superadmin@ev.com | URL: /clinics/my | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.705Z] ACCESS: superadmin@ev.com | URL: /invoices?status=all&startDate=&endDate=&clinicId=&search= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:31.762Z] ACCESS: superadmin@ev.com | URL: /reports?status=all&startDate=&endDate=&clinicId= | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
[2026-02-16T17:16:39.272Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.309Z] ACCESS: proclinic@gmail.com | URL: /select-clinic | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.319Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.339Z] ACCESS: proclinic@gmail.com | URL: /select-clinic | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.397Z] ACCESS: proclinic@gmail.com | URL: /staff | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.416Z] ACCESS: proclinic@gmail.com | URL: /patients | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.419Z] ACCESS: proclinic@gmail.com | URL: / | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.435Z] ACCESS: proclinic@gmail.com | URL: /appointments | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.562Z] ACCESS: proclinic@gmail.com | URL: /invoices | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:39.600Z] ACCESS: proclinic@gmail.com | URL: /booking-config | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.211Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.300Z] ACCESS: proclinic@gmail.com | URL: / | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.302Z] ACCESS: proclinic@gmail.com | URL: /staff | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.304Z] ACCESS: proclinic@gmail.com | URL: /patients | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.306Z] ACCESS: proclinic@gmail.com | URL: /appointments | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.309Z] ACCESS: proclinic@gmail.com | URL: /invoices | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.335Z] ACCESS: proclinic@gmail.com | URL: /booking-config | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.388Z] ACCESS: proclinic@gmail.com | URL: /unread-count | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.403Z] ACCESS: proclinic@gmail.com | URL: /stats?role=ADMIN | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.420Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.464Z] ACCESS: proclinic@gmail.com | URL: /unread-count | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.479Z] ACCESS: proclinic@gmail.com | URL: /stats?role=ADMIN | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.504Z] ACCESS: proclinic@gmail.com | URL: /templates | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.522Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:40.550Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:42.641Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:42.658Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:42.717Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:42.736Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:44.608Z] ACCESS: proclinic@gmail.com | URL: /clinics/my | DbRole: ADMIN | TokenRole: ADMIN
[2026-02-16T17:16:44.626Z] ACCESS: proclinic@gmail.com | URL: /stats?role=ADMIN | DbRole: ADMIN | TokenRole: ADMIN
